Unnamed: 0,ADDR_FULL,ZIP5,PLUS4,CTYNAME,POSTALCTYNAME,LAT,LON,APPRLNDVAL,APPR_IMPR,TAX_LNDVAL,TAX_IMPR,is_threatened
208,39523 180TH AVE SE,98092,9734.0,,AUBURN,47.24669,-122.10303,182000.0,90000.0,106337.0,90000.0,0
209,39731 AUBURN ENUMCLAW RD SE,98092,9314.0,,AUBURN,47.24476,-122.11473,78200.0,3685600.0,0.0,0.0,0
210,39811 AUBURN ENUMCLAW RD SE,98092,9315.0,,AUBURN,47.24448,-122.11647,99800.0,1094400.0,0.0,0.0,0
211,39015A 172ND AVE SE,98092,2689.0,,AUBURN,47.25193,-122.11559,110300.0,8814600.0,0.0,0.0,0
212,38912 172ND AVE SE,98092,2692.0,,AUBURN,47.25266,-122.10766,259000.0,891000.0,51347.0,891000.0,0
213,27205 SE 384TH ST,98022,8741.0,,ENUMCLAW,47.25497,-121.9794,287000.0,82000.0,287000.0,82000.0,0
214,38823 272ND AVE SE,98022,7700.0,,ENUMCLAW,47.25268,-121.98016,315000.0,546000.0,315000.0,546000.0,0
215,27420 SE 392ND ST,98022,7786.0,,ENUMCLAW,47.25042,-121.97603,313000.0,377000.0,313000.0,377000.0,0
216,38808 264TH AVE SE,98022,5810.0,,ENUMCLAW,47.25319,-121.98907,157000.0,161000.0,157000.0,161000.0,0
217,39020 264TH AVE SE,98022,6882.0,,ENUMCLAW,47.25029,-121.98516,189000.0,67000.0,189000.0,67000.0,0
218,39204 264TH AVE SE,98022,6882.0,,ENUMCLAW,47.24891,-121.98833,330000.0,196000.0,70761.0,196000.0,0
219,39450 260TH AVE SE,98022,8871.0,,ENUMCLAW,47.24671,-121.99425,265000.0,394000.0,265000.0,394000.0,0
220,39615 264TH AVE SE,98022,8876.0,,ENUMCLAW,47.24593,-121.99033,397000.0,175000.0,160319.0,175000.0,0
221,39926 264TH AVE SE,98022,8875.0,,ENUMCLAW,47.24311,-121.98934,118000.0,162000.0,32946.0,162000.0,0
222,39811 272ND AVE SE,98022,9704.0,,ENUMCLAW,47.24414,-121.98106,247000.0,335000.0,127054.0,335000.0,0
223,27455 SE 400TH WAY,98022,9728.0,,ENUMCLAW,47.24475,-121.97458,242000.0,513000.0,242000.0,513000.0,0
224,39614 264TH AVE SE,98022,8876.0,,ENUMCLAW,47.24594,-121.98948,187000.0,183000.0,187000.0,183000.0,0
225,39429 264TH AVE SE,98022,8877.0,,ENUMCLAW,47.24745,-121.99033,220000.0,194000.0,220000.0,194000.0,0
226,38819 276TH AVE SE,98022,9790.0,,ENUMCLAW,47.25286,-121.97504,264000.0,132000.0,264000.0,132000.0,0
227,39929 264TH AVE SE,98022,8875.0,,ENUMCLAW,47.24302,-121.99013,389000.0,162600.0,389000.0,162600.0,0
228,38811 264TH AVE SE,98022,5810.0,,ENUMCLAW,47.25334,-121.99074,199000.0,89000.0,199000.0,89000.0,0
229,38927 264TH AVE SE,98022,8878.0,,ENUMCLAW,47.25178,-121.99066,201000.0,325000.0,26100.0,113400.0,0
230,39333 264TH AVE SE,98022,6862.0,,ENUMCLAW,47.24832,-121.99153,173000.0,294000.0,173000.0,294000.0,0
231,39129 264TH AVE SE,98022,6882.0,,ENUMCLAW,47.25008,-121.99037,222000.0,93000.0,222000.0,93000.0,0
232,38916 264TH AVE SE,98022,8880.0,,ENUMCLAW,47.25259,-121.98882,504600.0,755400.0,504600.0,755400.0,0
233,38410 ENUMCLAW FRANKLIN RD SE,98022,9791.0,,ENUMCLAW,47.25582,-121.98584,216000.0,569000.0,216000.0,569000.0,0
234,38433 ENUMCLAW FRANKLIN RD SE,98022,9791.0,,ENUMCLAW,47.25544,-121.98711,201000.0,225000.0,201000.0,225000.0,0
235,38816 264TH AVE SE,98022,5810.0,,ENUMCLAW,47.2529,-121.98952,121000.0,160000.0,121000.0,160000.0,0
236,38722 ENUMCLAW BLACK DIAMOND RD SE,98022,,,ENUMCLAW,47.25359,-121.98921,136000.0,392000.0,136000.0,392000.0,0
237,38508 ENUMCLAW FRANKLIN RD SE,98022,9791.0,,ENUMCLAW,47.25374,-121.98799,198000.0,136000.0,44400.0,90000.0,0
238,38633 ENUMCLAW BLACK DIAMOND RD SE,98022,9804.0,,ENUMCLAW,47.25448,-121.98979,139000.0,241000.0,139000.0,241000.0,0
239,39416 264TH AVE SE,98022,8877.0,,ENUMCLAW,47.24777,-121.98927,224000.0,243000.0,224000.0,243000.0,0
240,27301 SE 400TH WAY,98022,9728.0,,ENUMCLAW,47.24313,-121.97449,286000.0,599000.0,286000.0,599000.0,0
241,39225 264TH AVE SE,98022,6882.0,,ENUMCLAW,47.24933,-121.99089,240000.0,67000.0,240000.0,67000.0,0
242,39322 264TH AVE SE,98022,6862.0,,ENUMCLAW,47.24851,-121.98891,119000.0,197000.0,119000.0,197000.0,0
243,39620 272ND AVE SE,98022,9705.0,,ENUMCLAW,47.24571,-121.97852,296000.0,181000.0,296000.0,181000.0,0
244,27265 SE 400TH WAY,98022,7706.0,,ENUMCLAW,47.24329,-121.97788,263000.0,81000.0,263000.0,81000.0,0
245,39027 264TH AVE SE,98022,6882.0,,ENUMCLAW,47.251,-121.99092,151000.0,240000.0,151000.0,240000.0,0
246,39011 264TH AVE SE,98022,6882.0,,ENUMCLAW,47.25144,-121.99148,151000.0,163000.0,151000.0,163000.0,0
247,38502 ENUMCLAW FRANKLIN RD SE,98022,9791.0,,ENUMCLAW,47.25409,-121.98719,242000.0,218000.0,242000.0,218000.0,0
248,38719 264TH AVE SE,98022,8895.0,,ENUMCLAW,47.2539,-121.99049,173000.0,99000.0,173000.0,99000.0,0
249,27321 SE 392ND ST,98022,9714.0,,ENUMCLAW,47.24948,-121.97731,211000.0,338000.0,211000.0,338000.0,0
250,27507 SE 392ND ST,98022,7704.0,,ENUMCLAW,47.24925,-121.97495,222000.0,444000.0,222000.0,444000.0,0
251,27545 SE 392ND ST,98022,7704.0,,ENUMCLAW,47.24951,-121.97585,240000.0,0.0,240000.0,0.0,0
252,39220 272ND AVE SE,98022,7777.0,,ENUMCLAW,47.24877,-121.97829,231000.0,123000.0,231000.0,123000.0,0
253,39324 272ND AVE SE,98022,9706.0,,ENUMCLAW,47.24826,-121.97813,231000.0,253000.0,231000.0,253000.0,0
254,39522 272ND AVE SE,98022,9774.0,,ENUMCLAW,47.24671,-121.97878,284000.0,45000.0,284000.0,45000.0,0
255,38917 264TH AVE SE,98022,8878.0,,ENUMCLAW,47.25213,-121.99056,131000.0,234000.0,131000.0,234000.0,0
256,39621 272ND AVE SE,98022,9705.0,,ENUMCLAW,47.24577,-121.97986,224000.0,208000.0,224000.0,208000.0,0
257,26906 SE 400TH ST,98022,9716.0,,ENUMCLAW,47.24322,-121.98307,139000.0,348000.0,139000.0,348000.0,0
258,38929 276TH AVE SE,98022,9790.0,,ENUMCLAW,47.25198,-121.9769,325000.0,481000.0,325000.0,481000.0,0
259,27228 SE 392ND ST,98022,9714.0,,ENUMCLAW,47.25062,-121.97819,306000.0,333000.0,306000.0,333000.0,0
260,39114 260TH AVE SE,98022,8894.0,,ENUMCLAW,47.25038,-121.99452,261000.0,352000.0,261000.0,352000.0,0
261,39314 260TH AVE SE,98022,6812.0,,ENUMCLAW,47.24883,-121.99452,232000.0,457000.0,232000.0,457000.0,0
262,39410 260TH AVE SE,98022,8871.0,,ENUMCLAW,47.24789,-121.99445,244000.0,497000.0,244000.0,497000.0,0
263,27520 SE 400TH WAY,98022,9715.0,,ENUMCLAW,47.24754,-121.97582,263000.0,212000.0,263000.0,212000.0,0
264,38909 272ND AVE SE,98022,9707.0,,ENUMCLAW,47.25215,-121.98024,308000.0,98000.0,308000.0,98000.0,0
265,39007 272ND AVE SE,98022,9707.0,,ENUMCLAW,47.25123,-121.98113,355000.0,364000.0,355000.0,364000.0,0
266,38901 272ND AVE SE,98022,9707.0,,ENUMCLAW,47.25311,-121.98429,253000.0,524000.0,253000.0,524000.0,0
267,38611 264TH AVE SE,98022,8879.0,,ENUMCLAW,47.25504,-121.99052,180000.0,450000.0,180000.0,450000.0,0
268,27019 SE 384TH ST,98022,8773.0,,ENUMCLAW,47.25562,-121.98101,271000.0,384000.0,271000.0,384000.0,0
269,38515 276TH AVE SE,98022,9790.0,,ENUMCLAW,47.25551,-121.97526,320000.0,728000.0,320000.0,728000.0,0
270,38623 276TH AVE SE,98022,9790.0,,ENUMCLAW,47.25423,-121.97515,331000.0,551000.0,331000.0,551000.0,0
271,27307 SE 384TH ST,98022,8741.0,,ENUMCLAW,47.2551,-121.97716,253000.0,222000.0,253000.0,222000.0,0
272,38805 272ND AVE SE,98022,7700.0,,ENUMCLAW,47.25371,-121.98089,286000.0,437000.0,286000.0,437000.0,0
273,26927 SE 384TH ST,98022,8734.0,,ENUMCLAW,47.25557,-121.98259,260000.0,220000.0,260000.0,220000.0,0
274,40010 274TH AVE SE,98022,8369.0,,ENUMCLAW,47.24315,-121.97609,203000.0,603000.0,203000.0,603000.0,0
275,39507 264TH AVE SE,98022,8699.0,,ENUMCLAW,47.24677,-121.99207,220000.0,627000.0,220000.0,627000.0,0
276,2 37TH ST NW,98001,1738.0,AUBURN,AUBURN,47.33966,-122.2305,190800.0,501800.0,190800.0,501800.0,0
277,420 37TH ST NW,98001,2400.0,AUBURN,AUBURN,47.33978,-122.23605,299000.0,929000.0,299000.0,929000.0,0
278,2880 WEST VALLEY HWY N,98001,,AUBURN,,47.33288,-122.24884,546900.0,1456800.0,546900.0,1456800.0,0
279,1 30TH ST NW,98001,1711.0,AUBURN,AUBURN,47.33438,-122.2306,441600.0,1902700.0,441600.0,1902700.0,0
280,2840 WEST VALLEY HWY N,98001,,AUBURN,,47.33249,-122.24892,314400.0,1839600.0,314400.0,1839600.0,0
281,328 37TH ST NW,98001,2404.0,AUBURN,AUBURN,47.33955,-122.23499,522700.0,1871900.0,522700.0,1871900.0,0
282,1016 29TH ST NW,98001,2458.0,AUBURN,AUBURN,47.33154,-122.24193,717100.0,1000.0,0.0,0.0,0
283,2702 WEST VALLEY HWY N,98001,,AUBURN,,47.33171,-122.24856,1763300.0,1891500.0,1763300.0,1891500.0,0
284,1302 29TH ST NW,98001,2469.0,AUBURN,AUBURN,47.33181,-122.24649,2774000.0,15943400.0,2774000.0,15943400.0,0
285,1302 26TH ST NW,98001,1604.0,AUBURN,AUBURN,47.33002,-122.2465,1034900.0,437700.0,1034900.0,437700.0,0
286,1320 26TH ST NW,98001,1611.0,AUBURN,AUBURN,47.33004,-122.24859,1021000.0,2696300.0,1021000.0,2696300.0,0
287,16 37TH ST NW,98001,1738.0,AUBURN,AUBURN,47.33968,-122.23103,153300.0,539300.0,153300.0,539300.0,0
288,102 37TH ST NW,98001,1724.0,AUBURN,AUBURN,47.33969,-122.2314,161000.0,538800.0,161000.0,538800.0,0
289,120 37TH ST NW,98001,1724.0,AUBURN,AUBURN,47.33969,-122.23189,170900.0,528900.0,170900.0,528900.0,0
290,1144 29TH ST NW,98001,2465.0,AUBURN,AUBURN,47.33294,-122.248,306700.0,2036200.0,306700.0,2036200.0,0
291,1124 29TH ST NW,98001,2465.0,AUBURN,AUBURN,47.33252,-122.24789,300100.0,1731400.0,300100.0,1731400.0,0
292,901 ALGONA BLVD N,98001,6583.0,ALGONA,ALGONA,47.29028,-122.2556,36300.0,333600.0,36300.0,333600.0,True
293,220 STANLEY AVE,98001,4453.0,ALGONA,ALGONA,47.28055,-122.24789,76000.0,210000.0,76000.0,210000.0,True
294,223 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28114,-122.24754,76000.0,256000.0,76000.0,256000.0,True
295,221 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28101,-122.24755,76000.0,274000.0,76000.0,274000.0,True
296,219 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28089,-122.24755,76000.0,271000.0,76000.0,271000.0,True
297,217 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28076,-122.24755,76000.0,265000.0,76000.0,265000.0,True
298,215 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28066,-122.24746,76000.0,269000.0,76000.0,269000.0,True
299,213 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28051,-122.24753,76000.0,254000.0,76000.0,254000.0,True
300,211 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28035,-122.24751,76000.0,271000.0,76000.0,271000.0,True
301,209 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.2802,-122.24754,76000.0,253000.0,76000.0,253000.0,True
302,208 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28024,-122.24698,73000.0,195000.0,73000.0,195000.0,True
303,210 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28037,-122.24698,73000.0,195000.0,73000.0,195000.0,True
304,212 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28049,-122.24698,73000.0,252000.0,73000.0,252000.0,True
305,214 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28061,-122.24698,73000.0,252000.0,73000.0,252000.0,True
306,216 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28074,-122.24698,73000.0,249000.0,73000.0,249000.0,True
307,218 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28086,-122.24698,73000.0,255000.0,73000.0,255000.0,True
308,220 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28098,-122.24699,73000.0,270000.0,73000.0,270000.0,True
309,222 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28111,-122.24699,73000.0,249000.0,73000.0,249000.0,True
310,224 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28123,-122.24699,73000.0,236000.0,73000.0,236000.0,True
311,226 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28135,-122.24699,73000.0,259000.0,73000.0,259000.0,True
312,427 PULLMAN AVE,98001,4434.0,ALGONA,AUBURN,47.28,-122.24767,76000.0,271000.0,76000.0,271000.0,True
313,429 PULLMAN AVE,98001,4434.0,ALGONA,AUBURN,47.28,-122.24746,76000.0,254000.0,76000.0,254000.0,True
314,206 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28012,-122.24698,73000.0,252000.0,73000.0,252000.0,True
315,204 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28,-122.24698,73000.0,247000.0,73000.0,247000.0,True
316,202 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.27987,-122.247,73000.0,236000.0,73000.0,236000.0,True
317,436 PULLMAN AVE,98001,4434.0,ALGONA,AUBURN,47.27964,-122.24688,73000.0,277000.0,73000.0,277000.0,True
318,434 PULLMAN AVE,98001,4434.0,ALGONA,AUBURN,47.27964,-122.24708,73000.0,270000.0,73000.0,270000.0,True
319,228 JUNCTION BLVD,98001,4436.0,ALGONA,AUBURN,47.28148,-122.24699,73000.0,259000.0,73000.0,259000.0,True
320,302 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28161,-122.24699,73000.0,247000.0,73000.0,247000.0,True
321,304 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28174,-122.24699,73000.0,247000.0,73000.0,247000.0,True
322,306 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28188,-122.24699,73000.0,259000.0,73000.0,259000.0,True
323,308 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28202,-122.24699,73000.0,270000.0,73000.0,270000.0,True
324,310 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28216,-122.24699,73000.0,259000.0,73000.0,259000.0,True
325,312 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28229,-122.24699,73000.0,249000.0,73000.0,249000.0,True
326,314 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28242,-122.24699,73000.0,260000.0,73000.0,260000.0,True
327,316 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28254,-122.24699,73000.0,259000.0,73000.0,259000.0,True
328,318 JUNCTION BLVD,98001,4458.0,ALGONA,AUBURN,47.28266,-122.24702,73000.0,259000.0,73000.0,259000.0,True
329,429 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.28247,-122.24745,76000.0,303000.0,76000.0,303000.0,True
330,427 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.28247,-122.24762,76000.0,260000.0,76000.0,260000.0,True
331,425 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.28247,-122.2478,76000.0,267000.0,76000.0,267000.0,True
332,423 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.2824,-122.248,76000.0,214000.0,76000.0,214000.0,True
333,422 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.28203,-122.24821,76000.0,271000.0,76000.0,271000.0,True
334,424 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.28205,-122.24799,76000.0,276000.0,76000.0,276000.0,True
335,426 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.28205,-122.2478,76000.0,258000.0,59000.0,104000.0,True
336,428 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.28206,-122.24762,76000.0,260000.0,76000.0,260000.0,True
337,430 COAL AVE,98001,4460.0,ALGONA,AUBURN,47.28205,-122.24744,76000.0,303000.0,76000.0,303000.0,True
338,429 IRON AVE,98001,4461.0,ALGONA,AUBURN,47.28174,-122.24744,76000.0,303000.0,76000.0,303000.0,True
339,427 IRON AVE,98001,4461.0,ALGONA,AUBURN,47.28174,-122.24762,76000.0,254000.0,76000.0,254000.0,True
340,425 IRON AVE,98001,4461.0,ALGONA,AUBURN,47.28174,-122.2478,76000.0,258000.0,76000.0,258000.0,True
341,423 IRON AVE,98001,4461.0,ALGONA,AUBURN,47.28174,-122.24798,76000.0,276000.0,76000.0,276000.0,True
342,421 IRON AVE,98001,4461.0,ALGONA,AUBURN,47.28174,-122.24817,76000.0,266000.0,76000.0,266000.0,True
343,322 2ND AVE N,98001,4407.0,ALGONA,ALGONA,47.28027,-122.2502,40000.0,118000.0,40000.0,118000.0,True
344,12404 SE 302ND PL,98092,2272.0,AUBURN,AUBURN,47.33139,-122.17602,121000.0,321000.0,121000.0,321000.0,0
345,12412 SE 302ND PL,98092,2272.0,AUBURN,AUBURN,47.33139,-122.17579,121000.0,315000.0,121000.0,315000.0,0
346,12420 SE 302ND PL,98092,2272.0,AUBURN,AUBURN,47.33139,-122.17558,121000.0,378000.0,121000.0,378000.0,0
347,12428 SE 302ND PL,98092,2272.0,AUBURN,AUBURN,47.33138,-122.17537,121000.0,321000.0,121000.0,321000.0,0
348,12436 SE 302ND PL,98092,2272.0,AUBURN,AUBURN,47.33139,-122.17517,121000.0,378000.0,121000.0,378000.0,0
349,12504 SE 302ND PL,98092,2285.0,AUBURN,AUBURN,47.33139,-122.17495,121000.0,315000.0,121000.0,315000.0,0
350,12512 SE 302ND PL,98092,2285.0,AUBURN,AUBURN,47.3314,-122.17472,121000.0,378000.0,121000.0,378000.0,0
351,30204 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.33104,-122.17487,121000.0,377000.0,121000.0,377000.0,0
352,30212 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.33092,-122.17486,121000.0,334000.0,121000.0,334000.0,0
353,30220 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.33081,-122.17485,121000.0,317000.0,121000.0,317000.0,0
354,30228 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.3307,-122.17486,121000.0,343000.0,121000.0,343000.0,0
355,30236 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.33059,-122.17486,121000.0,314000.0,121000.0,314000.0,0
356,30304 125TH CT SE,98092,2291.0,AUBURN,AUBURN,47.33048,-122.17485,121000.0,334000.0,121000.0,334000.0,0
357,30312 125TH CT SE,98092,2291.0,AUBURN,AUBURN,47.33037,-122.17486,121000.0,317000.0,121000.0,317000.0,0
358,30320 125TH CT SE,98092,2291.0,AUBURN,AUBURN,47.33026,-122.17487,121000.0,317000.0,121000.0,317000.0,0
359,30328 125TH CT SE,98092,2291.0,AUBURN,AUBURN,47.33014,-122.17489,121000.0,314000.0,121000.0,314000.0,0
360,30336 125TH CT SE,98092,2291.0,AUBURN,AUBURN,47.33004,-122.17487,121000.0,343000.0,121000.0,343000.0,0
361,30344 125TH CT SE,98092,2291.0,AUBURN,AUBURN,47.32992,-122.17496,121000.0,317000.0,121000.0,317000.0,0
362,30303 125TH CT SE,98092,2291.0,AUBURN,AUBURN,47.33051,-122.17546,121000.0,381000.0,121000.0,381000.0,0
363,30229 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.33064,-122.17546,121000.0,389000.0,121000.0,389000.0,0
364,30221 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.33078,-122.17546,121000.0,381000.0,121000.0,381000.0,0
365,30213 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.33091,-122.17546,121000.0,384000.0,121000.0,384000.0,0
366,30205 125TH CT SE,98092,2289.0,AUBURN,AUBURN,47.33106,-122.17544,121000.0,381000.0,121000.0,381000.0,0
367,12413 SE 302ND PL,98092,2272.0,AUBURN,AUBURN,47.33106,-122.17597,121000.0,321000.0,121000.0,321000.0,0
368,12515 SE 302ND PL,98092,2285.0,AUBURN,AUBURN,47.33092,-122.17596,121000.0,321000.0,121000.0,321000.0,0
369,12417 SE 302ND PL,98092,2272.0,AUBURN,AUBURN,47.33078,-122.17596,121000.0,313000.0,121000.0,313000.0,0
370,12419 SE 302ND PL,98092,2272.0,AUBURN,AUBURN,47.33064,-122.17595,121000.0,319000.0,121000.0,319000.0,0
371,30311 125TH CT SE,98092,2291.0,AUBURN,AUBURN,47.33048,-122.17593,121000.0,322000.0,121000.0,322000.0,0
372,2151 GRIFFIN AVE,98022,2733.0,ENUMCLAW,ENUMCLAW,47.20678,-121.99734,78000.0,139000.0,78000.0,139000.0,0
373,2141 GRIFFIN AVE,98022,2733.0,ENUMCLAW,ENUMCLAW,47.20678,-121.99716,78000.0,182000.0,78000.0,182000.0,0
374,2131 GRIFFIN AVE,98022,2733.0,ENUMCLAW,ENUMCLAW,47.20678,-121.99699,81000.0,220000.0,81000.0,220000.0,0
375,1733 PIONEER ST,98022,2706.0,ENUMCLAW,ENUMCLAW,47.20712,-121.99729,94000.0,175000.0,94000.0,175000.0,0
376,1743 PIONEER ST,98022,2706.0,ENUMCLAW,ENUMCLAW,47.20724,-121.99728,94000.0,159000.0,94000.0,159000.0,0
377,1753 PIONEER ST,98022,2706.0,ENUMCLAW,ENUMCLAW,47.20736,-121.99728,94000.0,109000.0,94000.0,109000.0,0
378,1763 PIONEER ST,98022,2706.0,ENUMCLAW,ENUMCLAW,47.20752,-121.99728,94000.0,112000.0,94000.0,112000.0,0
379,1773 PIONEER ST,98022,2706.0,ENUMCLAW,ENUMCLAW,47.20766,-121.99728,94000.0,109000.0,94000.0,109000.0,0
380,1805 PIONEER ST,98022,2704.0,ENUMCLAW,ENUMCLAW,47.20781,-121.99722,114000.0,265000.0,114000.0,265000.0,0
381,1831 PIONEER ST,98022,2704.0,ENUMCLAW,ENUMCLAW,47.20807,-121.99729,95000.0,101000.0,95000.0,101000.0,0
382,1841 PIONEER ST,98022,2704.0,ENUMCLAW,ENUMCLAW,47.20827,-121.99723,115000.0,292000.0,115000.0,292000.0,0
383,5665 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33698,-122.26317,79000.0,274000.0,79000.0,274000.0,0
384,5659 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33698,-122.26333,79000.0,270000.0,79000.0,270000.0,0
385,5653 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33698,-122.26349,79000.0,268000.0,79000.0,268000.0,0
386,5647 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33696,-122.26364,79000.0,252000.0,79000.0,252000.0,0
387,5641 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33695,-122.26382,79000.0,242000.0,79000.0,242000.0,0
388,5637 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33695,-122.264,79000.0,265000.0,79000.0,265000.0,0
389,5633 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33701,-122.26413,79000.0,260000.0,79000.0,260000.0,0
390,5632 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33716,-122.26413,79000.0,251000.0,79000.0,251000.0,0
391,5638 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33728,-122.26411,79000.0,260000.0,79000.0,260000.0,0
392,5642 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.3374,-122.26409,79000.0,267000.0,79000.0,267000.0,0
393,5650 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33726,-122.26352,79000.0,271000.0,79000.0,271000.0,0
394,5656 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33728,-122.26334,79000.0,256000.0,79000.0,256000.0,0
395,5668 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33725,-122.26309,79000.0,260000.0,79000.0,260000.0,0
396,5662 S 295TH PL,98001,2121.0,AUBURN,AUBURN,47.33738,-122.26314,79000.0,272000.0,79000.0,272000.0,0
397,2362 ALPINE PL,98022,3449.0,ENUMCLAW,ENUMCLAW,47.20487,-121.96484,121000.0,253000.0,121000.0,253000.0,0
398,2344 ALPINE PL,98022,3449.0,ENUMCLAW,ENUMCLAW,47.20457,-121.96494,118000.0,272000.0,118000.0,272000.0,0
399,2328 ALPINE PL,98022,3449.0,ENUMCLAW,ENUMCLAW,47.20432,-121.96493,117000.0,162000.0,117000.0,162000.0,0
400,2308 ALPINE PL,98022,3449.0,ENUMCLAW,ENUMCLAW,47.20398,-121.96464,118000.0,205000.0,118000.0,205000.0,0
401,2268 ALPINE PL,98022,3450.0,ENUMCLAW,ENUMCLAW,47.20371,-121.96478,116000.0,199000.0,116000.0,199000.0,0
402,2250 ALPINE PL,98022,3450.0,ENUMCLAW,ENUMCLAW,47.20349,-121.96479,117000.0,220000.0,117000.0,220000.0,0
403,2240 ALPINE PL,98022,3450.0,ENUMCLAW,ENUMCLAW,47.20312,-121.96474,127000.0,144000.0,127000.0,144000.0,0
404,2241 ALPINE PL,98022,3450.0,ENUMCLAW,ENUMCLAW,47.20315,-121.96407,128000.0,254000.0,128000.0,254000.0,0
405,2251 ALPINE PL,98022,3450.0,ENUMCLAW,ENUMCLAW,47.20348,-121.96397,117000.0,141000.0,117000.0,141000.0,0
406,2271 ALPINE PL,98022,3450.0,ENUMCLAW,ENUMCLAW,47.20374,-121.96407,115000.0,208000.0,115000.0,208000.0,0
407,2305 ALPINE PL,98022,3449.0,ENUMCLAW,ENUMCLAW,47.20403,-121.96406,116000.0,134000.0,116000.0,134000.0,0
408,2323 ALPINE PL,98022,3449.0,ENUMCLAW,ENUMCLAW,47.20429,-121.96415,122000.0,192000.0,122000.0,192000.0,0
409,2353 ALPINE PL,98022,3449.0,ENUMCLAW,ENUMCLAW,47.2048,-121.96428,122000.0,147000.0,122000.0,147000.0,0
410,1344 ALPINE PL,98022,3453.0,ENUMCLAW,ENUMCLAW,47.20465,-121.96383,117000.0,161000.0,117000.0,161000.0,0
411,24208 SE 448TH ST,98022,7484.0,,ENUMCLAW,47.19955,-122.01853,156000.0,249000.0,53700.0,104000.0,0
412,24122 SE 448TH ST,98022,7483.0,,ENUMCLAW,47.19956,-122.01938,156000.0,248000.0,156000.0,248000.0,0
413,24110 SE 448TH ST,98022,7483.0,,ENUMCLAW,47.19956,-122.01981,156000.0,247000.0,156000.0,247000.0,0
414,24102 SE 448TH ST,98022,7483.0,,ENUMCLAW,47.19956,-122.02016,156000.0,248000.0,156000.0,248000.0,0
